timestamp_ms,sample_number,imu,ax,ay,az,gx,gy,gz,temp
149791,171,0x6A,-1.287339,-12.964314,15.013765,-3.411072,0.854753,-4.179081,18.89
149791,171,0x6B,2.662015,2.286342,25.890343,-2.735913,1.500743,2.690861,21.05
149794,172,0x6A,-1.177269,-13.334005,14.190635,-3.465438,0.819018,-4.115247,18.89
149794,172,0x6B,2.596212,1.771885,26.039892,-2.692541,1.477072,2.823114,21.05
149796,173,0x6A,-0.467797,-13.672589,13.886746,-3.531106,0.767552,-4.042859,18.89
149796,173,0x6B,2.494518,1.214357,26.330622,-2.648559,1.459968,2.958726,21.11
149799,174,0x6A,-0.271585,-14.297115,14.041083,-3.574172,0.707382,-3.982841,18.89
149799,174,0x6B,2.396412,0.685544,26.744577,-2.607478,1.431563,3.096934,21.11
149801,175,0x6A,-0.844666,-15.669398,14.373686,-3.550654,0.639118,-3.934583,18.89
149801,175,0x6B,2.883351,0.463011,26.800810,-2.605798,1.434464,3.245374,21.11
149804,176,0x6A,-0.927219,-16.356140,15.113068,-3.330132,0.470214,-3.844481,18.89
149804,176,0x6B,2.629712,-0.327817,27.105894,-2.641534,1.456608,3.387095,21.11
149806,177,0x6A,1.646262,-16.642082,16.214962,-3.184899,0.451429,-3.805843,18.89
149806,177,0x6B,1.810170,-1.323231,28.036703,-2.702010,1.503187,3.494913,21.11
149809,178,0x6A,2.673980,-17.612371,17.770296,-3.047454,0.568257,-3.891364,18.89
149809,178,0x6B,0.501296,-2.508874,29.447273,-2.733316,1.450805,3.621973,21.11
149811,179,0x6A,1.822134,-19.265812,18.573090,-2.761111,0.703564,-3.923587,18.89
149811,179,0x6B,-0.256032,-5.058427,29.779875,-2.724917,1.344514,3.750865,21.11
149814,180,0x6A,2.389233,-19.442881,19.050459,-2.485763,0.928668,-4.016133,18.89
149814,180,0x6B,-1.024128,-7.215557,30.141191,-2.673910,1.203252,3.820504,21.11
149816,181,0x6A,1.198804,-20.723042,18.738195,-2.253940,1.223563,-4.148691,18.89
149816,181,0x6B,0.733400,-2.584248,9.540184,0.662025,-0.447153,0.013592,21.09
149983,182,0x6A,-1.503889,-5.858827,6.915258,0.627817,0.007178,0.653168,18.90
149983,182,0x6B,0.628116,-2.541178,9.408579,0.626900,-0.466396,0.026267,21.09
149985,183,0x6A,-1.440479,-5.708078,7.111469,0.589332,-0.024282,0.639118,18.90
149985,183,0x6B,0.561117,-2.501696,9.219546,0.583071,-0.481973,0.036346,21.09
149988,184,0x6A,-1.430908,-5.730810,7.256234,0.570243,-0.048717,0.619570,18.90
149988,184,0x6B,0.504886,-2.536392,9.016156,0.530231,-0.494648,0.048258,21.06
149990,185,0x6A,-1.514657,-5.810970,7.336394,0.556193,-0.065363,0.621250,18.89
149990,185,0x6B,0.496511,-2.574677,8.715857,0.477086,-0.492816,0.054978,21.06
149993,186,0x6A,-1.506282,-5.778667,7.367501,0.536340,-0.068570,0.632398,18.89
